MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1059984|1|Sold|375000|06/17/2026|327500|611||41st|Ave||Greeley|Greeley|80634|Westmoor Acres 1st Fg|Weld|10|2|4|2|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|eXp Realty - Hub|9706822251|Elliot Roffman|9707999645|07524|22|R1859386|1977|0|2104|2104|1640|588|464|588|464|90%+ Finished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings||Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.22|9692|RL||2334|2025|Unlock incredible potential with this diamond-in-the-rough opportunity at 611 41st Ave in Greeley! Whether you're an investor, a savvy flipper, or a buyer ready to put your personal touch on a home, this property delivers tremendous upside at an attainable price point.Step outside and be impressed. The exterior presents beautifully and is truly move-in ready from the curb. The home boasts a newer roof, newer fence, and a fresh exterior paint job. This means, the big-ticket items are already done for you. The property's curb appeal is solid, with a clean, well-maintained facade that makes a strong first impression on the block.The interior is where your vision comes to life. In need of updating and TLC throughout, the inside offers a blank canvas for cosmetic upgrades. Think fresh flooring, modern fixtures, updated kitchen and bath finishes, and fresh interior paint. The bones are there; it simply needs your personal touch to be transformed into something spectacular. Priced to reflect the work needed, this is your chance to build instant equity in a growing Colorado community.Located in established Greeley, enjoy convenient access to Shawsheen Elementary School, shopping, dining, parks, and the University of Northern Colorado campus. Don't miss your chance to make this property exactly what you've been envisioning. Opportunities like this don't last long. Schedule your showing today!||0|0||-104.746463|40.427159|2|Jun 18 2026 07:06AM|05/26/2026|07333|Bruce|McConnell|Cash,Conventional,FHA,VA|Private Owner|
1060085|1|Sold|415000|07/30/2026|415000|1200||43rd|Ave|1|Greeley|Greeley|80634|Ventana Villas|Weld|10|10|4|2|1 Story/Ranch||Attached|3|Scott|Franklin|Greeley Central|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|65|R0221994|1993|0|1896|1896|1896||1896||0|No Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups|Gas Fireplace,Gas Logs Included|Forced Air||Patio Home|0.12|5044|RL|250|2324|2025|This stunning four-bedroom, two-bathroom, ranch-style home offers single-level living with a practical, well-thought-out layout. The open floor plan connects the main living areas seamlessly, making day-to-day living and entertaining equally comfortable. Luxury Vinyl flooring covers the main living areas, providing a durable, easy-to-maintain surface, while carpeted bedrooms offer added comfort. The three-car garage provides ample space for vehicles, storage, or a workspace - a rare find for low-maintenance patio homes! Find additional peace of mind with a newer furnace, air-conditioning unit, and water heater. Centrally located, the property provides straightforward access to shopping, dining, schools, and major roadways. Schedule your showing today!||0|0||-104.747894|40.419801|2|Jul 31 2026 09:57AM|05/27/2026|EXPRE|Breann|Roup|Cash,Conventional,FHA,VA|Private Owner|Monthly
1060146|1|Sold|360000|07/02/2026|355000|1915||23rd|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Meeker|Heath|Greeley Central|eXp Realty - Loveland|8884402724|Tammy Fisher|9702183383|07397|36|095912415027|1964|0|2106|2106|1800||1053||1053|Full Basement,75%+Finished Basement|Eat-in Kitchen,Stain/Natural Trim,Wood Floors||Forced Air|Shared Primary Bath|Zero Lot Line|0.16|6975|RES||1970|2025|Step into a piece of Greeley history with this lovingly preserved 1964 bungalow in the desirable Rolling Hills neighborhood. Full of authentic mid-century charm, this home offers a rare opportunity to own a property that has retained its original character while being meticulously cared for over the years.The main level features three comfortable bedrooms, a full bathroom, and a bright, welcoming living room. Original hardwood floors and pristine vintage cabinetry showcase the timeless craftsmanship and style of the 1960s, creating a warm and nostalgic atmosphere that is increasingly hard to find.Downstairs, the finished basement expands your living space with an additional bedroom, a second full bathroom, and a spacious family room-perfect for guests, hobbies, or a private retreat.Outside, the large fenced backyard offers room to garden, play, or entertain, complete with an original clothesline that adds to the home's authentic charm. A single-car garage provides convenient parking and storage.Whether you are a mid-century enthusiast or a buyer eager to personalize a solid, well-maintained home, this Rolling Hills gem offers incredible potential in one of Greeley's most established neighborhoods. Preserve its vintage appeal or update it to reflect your own style-the possibilities are endless.||0|0||-104.717187|40.408507|2|Jul 06 2026 02:30PM|05/19/2026|M5718|Michael|Marino|Cash,Conventional,FHA,VA|Private Owner|
1060234|1|Backup|349900|||819||35th|Ave||Greeley|Greeley|80634|Edwards Homes Sub|Weld|10|2|5|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|76|R1893786|1956|0|1900|1850|950||950||950|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Living Room Fireplace,Basement Fireplace|Forced Air|Shared Primary Bath||0.14|5976|RL||1167|2025|All brick ranch with easy access to stores, restaurants, schools, and bus routes. This 5 bed, 2 bath, home is located in the center of Greeley, featuring wood floors, coved ceilings, an enclosed patio that can be used as a large dining area, and 2 fireplaces. The kitchen offers lots of cabinets and counter space and the 2 bedrooms on the main are nice size with wood floors. The basement is finished with a large family room and 3 more bedrooms. The back yard has a nice covered patio, 2 storage sheds and an RV Storage pad that is 30 x 12. Roof is less than 8 years old ( APX), Furnace is newer (Appx 3 years old) and is prewired for A/C. There is an instant hot under the sink for instant hot water. Buyer Incentive! Finance this beautiful home purchase with listing agents preferred lender and receive up to a $5,000 lender credit to be applied toward eligible closing costs and prepaid items at closing. Credit available to qualified borrowers and subject to loan approval, program guidelines, and closing with preferred lender.||1|1||-104.735506|40.424112|0|Jul 21 2026 04:18PM|05/26/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060347|1|Sold|374900|08/07/2026|384000|3028|W|6th|St||Greeley|Greeley|80634|Broadview Acres 8th Add|Weld|10|3|4|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Keller Williams Realty NoCo|9704497100|Jennifer Clinkscales|9703085190|KWFTG|71|R1744886|1969|0|2388|1956|1524||1524||864|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors||Forced Air|Shared Primary Bath,3/4 Primary Bath|Contemporary/Modern|0.19|8160|SFR||2114|2025|Step into this charming and spacious ranch-style home w/ 4 generously sized bedrooms, 2-baths & a newly added office/non-conforming bedroom, perfectly positioned in the heart of Broadview Acres. Built with timeless appeal, this Ranch-style residence offers the perfect blend of comfort, functionality & tons of potential on a generous 8,160 sq ft corner lot. Imagine being just across the street from spacious Franklin Park and a block from Broadview Park. This prime spot delivers easy access to schools, shopping, dining, and parks, while offering the convenience of city living with a relaxed neighborhood feel. No HOA means freedom to make it truly your own - including plenty of room for your RV, boat, or camper on the extra concrete pad. Inside the home, a bright, functional kitchen featuring a gas range and stainless steel appliances, flowing seamlessly into a large dining area - ideal for family meals and entertaining, and newly remodeled bathrooms. Thoughtful details like ceiling fans, double-pane windows, attic fan and washer/dryer hookups keep everyday living effortless. The expansive backyard is an outdoor oasis - huge, fully fenced in, and perfect for summer BBQs, playtime, gardening, or simply unwinding under the Colorado sky. Whether you're a first-time buyer looking for room to grow, a family seeking space and proximity to parks or an investor ready to add your personal touch, this home delivers incredible value and lifestyle potential. Make sure you don't miss this one!||0|0||-104.730337|40.426662|2|Aug 08 2026 07:57AM|05/28/2026|COOP|Non-IRES|Agent|Cash,Conventional,FHA,VA|Private Owner|
1060462|1|Sold|415000|07/02/2026|415000|502||46th|Ave||Greeley|Greeley|80634|Westmoor Acres 1st Filing|Weld|10|2|4|3|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|Austin & Austin Real Estate|9703530790|Chuck Bowles|9703960963|1AUST|35|R1862586|1978|0|2595|2420|1920|623|675|622|675|Full Basement,75%+Finished Basement|Eat-in Kitchen,Open Floor Plan|Fireplace Insert,Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.2|8779|RL||2363|2025|Come take a look! Located in west Greeley, this 4-level home sits on a spacious corner lot and boasts vaulted ceilings in the living room, while the kitchen features ample cabinet space and a large skylight that adds a touch of brightness. Cozy up in the lower-level family room featuring a wood stove with brick surround and for added convenience, the laundry room is located just steps away from the garage. The upper level offers a primary suite with a 3/4 bath, plus two additional bedrooms near a shared full bath. The finished basement highlights a sizable bedroom with an egress window, a 3/4 bath and a rec room awaiting your personal touch. Enjoy your summer evenings on the expansive deck and patio, overlooking a large backyard surrounded by mature trees and landscaping for added privacy. With close proximity to shopping, dining and easy access to Highway 34, this home is a must-see! Make it yours today!||1|1||-104.7534|40.425648|1|Jul 06 2026 07:39AM|05/29/2026|M4972|Jennifer|Kearns|Cash,Conventional,FHA,VA|Private Owner|
1060496|1|Backup|419000|||1761||31st|Ave||Greeley|Greeley|80634|Woodbriar 2nd Fg 1st Rplt|Weld|10|9|4|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|MB/Brazelton Realty Inc|9703510405|Kendal Brazelton|9703020480|1BRAZ|74|R2258286|1972|0|2348|2348|1727|553|621||621|90%+ Finished Basement|Separate Dining Room|Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.19|8250|R-L||2383|2025|Discover the space, flexibility, and location you've been looking for! This beautifully designed 4-level home offers 2,348 square feet of living space with 4 bedrooms, 3 bathrooms, and a 2-car garage. The multi-level floor plan creates the perfect balance of open gathering spaces and private retreats, making it ideal for both entertaining and everyday living. Multiple living areas provide endless possibilities for a family room, game room, home office, or workout space. Conveniently located near schools, shopping, restaurants, and parks, you'll enjoy quick access to daily conveniences and recreational opportunities. With its spacious layout and desirable location, this home offers the perfect combination of comfort, functionality, and value.||1|1||-104.732205|40.410709|1|Aug 04 2026 06:57PM|05/28/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060784|1|Active|410000|||727||41st|Ave Ct||Greeley|Greeley|80634|Shawsheen South|Weld|10|2|3|2|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|Group Harmony|9702290700|Sarah Goodyear|9705819112|9GRPH|70|R1868286|1977|0|2022|1927|1343||157|584|584|Full Basement,75%+Finished Basement|Open Floor Plan|Living Room Fireplace|Forced Air|Full Primary Bath||0.14|6164|Res||2314|2025|Welcome to this spacious home in the popular Shawsheen neighborhood in West Greeley. South facing driveway, and located in a cul-de-sac. Inside you will find an open living space and kitchen area with hard surface flooring. Upstairs has new carpet and freshly painted walls. New exterior paint. The fully finished basement can be your 4th bedroom, or flex space to fit your lifestyle. Large backyard with a covered deck. ***This home qualifies for a 5K Credit from KeyBank and 100% Financing.||0|0||-104.746938|40.425171|2|Jun 19 2026 11:03AM|06/03/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060969|1|Expired|450000|||2719||18th|St Rd||Greeley|Greeley|80634|Rolling Hills 2nd Add|Weld|10|9|3|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|Property Partners|9705679191|Joseph Coulter|9705679191|07683|53|R2235086|1972|0|2606|1934|1926|631|672|631|672|Unfinished Basement|Eat-in Kitchen,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups,Kitchen Island||Forced Air|Full Primary Bath||0.18|8000|RL||2313|2025|Welcome home to this beautifully updated four-level home in the desirable Rolling Hills neighborhood! Situated on a spacious corner lot, this move-in-ready property blends modern updates with timeless charm. Inside, you'll find a bright and functional floor plan featuring multiple living spaces, TONS of updates, and room for everyone to spread out. The spacious kitchen offers new and more than ample cabinetry and workspace, while the separate dining area is perfect for gatherings and everyday living. The inviting lower-level family room features a cozy fireplace, creating the perfect space to relax year-round. Upstairs, the primary suite includes a private 3/4 bath, while two additional bedrooms and updated bathrooms provide comfort and flexibility. Outside, enjoy the large backyard, covered patio, mature landscaping, sprinkler system, and storage shed-ideal for entertaining, gardening, or simply enjoying Colorado's beautiful weather.Conveniently located near shopping, dining, schools, and everyday amenities, this home also offers easy access to Sanborn Park, Bittersweet Park, the Poudre River Trail system, and numerous neighborhood walking and biking paths! Commuters will appreciate quick access to Highway 34 and major routes throughout Northern Colorado.With an attached two-car garage, generous living space, and thoughtful updates throughout, this Rolling Hills gem is ready for its next owner to call it home!||0|2||-104.726232|40.410995|1|Jul 28 2026 12:06AM|06/04/2026||||Cash,Conventional,FHA,VA|Private Owner|
1061029|1|Sold|420000|07/20/2026|430000|1627||37th|Ave||Greeley|Greeley|80634|Rangeview North Am|Weld|10|10|5|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|eXp Realty LLC|8884402724|Brittney King|3082939297|EXPRE|3|R2112586|1977|0|2700|2700|2172|639|389|368|528|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Washer/Dryer Hookups,Kitchen Island|Gas Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.26|11201|RES||2331|2025|Welcome to this 2700 square feet beauty in the desirable Rangeview North neighborhood! This home boasts 5 bedrooms and 3 baths on over a beautiful 1/4 acre. Highlights in 2025 include new HVAC and hot water heater, new exterior paint, new front yard sprinklers and new electrical panel. Primary bedroom has new carpet, refrigerator and dishwasher are newer. The inviting living room has a gas fireplace to cozy up to in the CO winters. The open concept allows you to be in the kitchen and be included in conversations from the living area. No HOA and no metro district!||1|1||-104.739473|40.413532|1|Jul 27 2026 09:33AM|06/05/2026|PTTRE|Jamie|Eklund|Cash,Conventional,FHA,VA|Private Owner|
1061987|1|Sold|430000|08/07/2026|435000|3914|W|6th|St||Greeley|Greeley|80634|Westmoor 1st Fg|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|eXp Realty LLC|8884402724|Shavonn Janes|9705818838|EXPRE|44|R1921486|1972|0|2484|2118|1242||1242||1242|90%+ Finished Basement|||Forced Air|3/4 Primary Bath||0.2|8800|RES||2205|2025|Welcome home to this beautifully updated ranch-style home nestled in a desirable Greeley neighborhood with no HOA! Conveniently located near schools, parks, shopping, and everyday amenities, this move-in-ready home offers the perfect combination of comfort, style, and functionality.Step inside and you'll immediately appreciate the fresh interior and exterior paint, updated flooring, and inviting spaces throughout. The kitchen and bathrooms have been thoughtfully updated and are absolutely adorable, creating a bright, modern feel that today's buyers will love. The spacious kitchen is truly the heart of the home, featuring a large center island, ample cabinetry, and an open layout that makes entertaining effortless.The dining area flows seamlessly to the backyard, where you'll find a fully fenced, park-like setting perfect for summer BBQs, gatherings with friends, gardening, or simply relaxing after a long day. The expansive yard offers plenty of room to play, entertain, or create your own outdoor oasis. A convenient gate provides easy access to the side of the garage and backyard.Additional features include paid-off solar panels for energy savings, a charming bay window that fills the living room with natural light, updated light fixtures, an eat-in kitchen, and a functional floor plan designed for everyday living.This turnkey home has already had many of the big-ticket updates completed and is ready for its next owners to move in and enjoy. If you've been searching for an updated home with character, a fantastic yard, and a great location, this is one you won't want to miss!||0|2||-104.743253|40.427634|1|Aug 07 2026 05:24PM|06/17/2026|1RMFG|Kendra|Yackey|Cash,Conventional,FHA,VA|Private Owner|
1062319|1|Active|325000|||1127||25th|Ave||Greeley|Greeley|80634|Westview 1st Fg|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Property Partners|9705679191|Richard Payne Jr|9706915222|07683|54|R2126486|1964|0|2320|1825|1160||1160||1160|Full Basement,75%+Finished Basement|Eat-in Kitchen||Forced Air|||0.17|7260|RES||1418|2025|Sold "AS-IS" INVESTORS - "Fix and Flip" opportunity. Home needs some TLC but TONS of potential! This 4-bedroom, 2-bath home with 1 car garage offers incredible potential for the right buyer! The property is priced to sell! You'll find a partially finished basement offering additional living space. Whether you're a first-time homebuyer looking to build equity or an investor seeking your next project, this property is a smart choice. Conveniently located in a well-established neighborhood, this home has solid bones and a layout that can be easily updated to suit modern living. Bring your ideas and make this house a home-or a great investment property!||0|1||-104.721114|40.42093|1|Jun 19 2026 11:03AM|06/19/2026||||Cash,Conventional|Private Owner|
1062443|1|Pending|420000|||4422|W|9th|St||Greeley|Greeley|80634|Westmoor Acres 1st Fg|Weld|10|2|4|3|Four-Level||Attached|2|Shawsheen|OTHER|Northridge|eXp - Greeley|9703010266|Cierra Gonzalez|9706733096|07712|47|R1860486|1978|0|2070|2070|1518||1518||552|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Pantry,Washer/Dryer Hookups|Fireplace Insert,Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.26|11433|SFR||2277|2025|Open House Sunday 8/2/26 from 9:00am-11:00am! Now is your chance to own a newly renovated home, ready for you to move in immediately! Enjoy morning coffee on the balcony, right outside your primary door or an afternoon beverage under the covered patio! Check out the large lot size, with plenty of room for entertaining! RV or boat parking with no HOA restrictions! You have brand new LVP flooring, new kitchen appliances, new professional interior and exterior paint, new fixtures, new granite counters, painted cabinets, new vanities, toilets, and doors. Enjoy two storage sheds for extra space! The A/C has just been serviced! Fresh carpet professionally installed in the bedrooms, basement, and hallways! All new window coverings! New rock landscaping offers great curb appeal! The fireplace has a new insert! The furnace was installed in 2015, and the water heater is from 2023! Close to grocery stores, shops, parks, restaurants, and more! Come take a look at this great home!||1|1||-104.752092|40.424118|1|Aug 07 2026 03:15PM|06/20/2026||||Cash,Conventional,FHA,VA|Private Owner|
1062777|1|Active|435000|||1919||24th|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Al Detmer|9703816764|1RMFG|48|R2327886|1968|0|2682|1754|1754||1754||928|Full Basement,Unfinished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups|Family/Recreation Room Fireplace|Baseboard Heat|3/4 Primary Bath||0.26|11416|RL||1658|2025|This 1960s ranch blends timeless mid-century charm with modern comfort. Featuring an open-concept living space, main-floor laundry, a large fenced backyard with mature landscaping, and an unfinished basement for future equity, it is an ideal property. Wonderful central location only blocks from Cottonwood Lake and Sanborn Lake. Main Floor Living: 3 bedrooms, including a primary with en-suite bathroom, and main floor laundry. Entertaining Spaces: Large formal dining and living rooms, plus an eat-in kitchen that opens to a family room with a fireplace. Covered patio off of the kitchen/family room overs an outdoor oasis overlooking a fire pit and a fenced yard. Newly installed hot water baseboard heat. Central air conditioning. Full unfinished basement with rough-ins for an additional bathroom, offering excellent customization potential . Generous lot size with room for extra off-street parking or the potential to build a detached garage/shop (subject to city approval). Quick access to Hwy 34 or downtown Greeley for shopping and restaurants.||0|1||-104.718909|40.408314|1|Aug 11 2026 04:15AM|06/25/2026||||Cash,Conventional,FHA,VA|Private Owner|
1063134|1|Withdrawn|439900|||1722||27th|Ave||Greeley|Greeley|80634|Rolling Hills 1st Add|Weld|10|9|5|3|Four-Level||Attached|2|Meeker|Heath|Greeley West|KW Top of the Rockies - Elevate|9705735791|June Lemmings|9705735791|07817|36|R2300186|1970|0|2424|2116|1780|416|644|720|644|50%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Fire Alarm,Washer/Dryer Hookups|Gas Fireplace,Gas Logs Included|Forced Air|3/4 Primary Bath||0.2|8819|Res||2317|2025|Welcome to 1722 27th Ave, a well maintained 5 bedroom, 3 bathroom home offering comfortable living spaces, thoughtful updates & a spacious yard. The eat-in kitchen features updated countertops, new cabinets, new stainless steel appliances & refreshed lighting fixtures, giving the heart of the home a clean & modern feel. With two large living rooms, there is plenty of room to relax, entertain or spread out. The ground level living room features a cozy gas fireplace, creating a warm & inviting space to gather. The updated basement adds even more flexibility for everyday living, guests, hobbies or a home office setup. Step outside to enjoy the back porch & peaceful backyard setting with mature landscaping that gives the space a private, tucked away feel. A great opportunity to own a home with space, updates & charm throughout.||1|1||-104.723633|40.411846|1|Aug 11 2026 04:15AM|06/30/2026|||||Private Owner|
1063481|1|Active|419000|||515||31st|Ave||Greeley|Greeley|80634|Broadview Acres 8th Add|Weld|10|3|4|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Fathom Realty Colorado LLC|8884556040|Charlene Brown|7196407344|FRTCO|33|R1736586|1969|0|2012|1796|1006||1006||1006|90%+ Finished Basement|Eat-in Kitchen,Pantry,Fire Alarm||Forced Air||Includes Rental Unit|0.33|14164|R-L||2031|2025|Beautiful home on quiet cul-de-sac across street from Franklin Park. 4Bdr, 2 Ba, central air, 2 car garage. No HOA. Peaceful, private setting. Flexible lower living with private entrance creates many possibilities - for guests, extended family - rental income or multigenerational living. The home sits on a quiet cul-de-sac with beautiful sunrises and park views. A beautiful backyard with mature shade trees, privacy fencing, grassy areas, and also offers extensive room for cultivation of gardens with vegetables and flowers. Room for RV or extra vehicle parking that includes a nice, long driveway. Double car garage with easy access to home. Sliding glass access off main kitchen to backyard with delightful covered porch. Please verify school districts and square footage.||0|0||-104.731251|40.427678|2|Aug 06 2026 12:57PM|07/06/2026||||Cash,Conventional,FHA,VA|Private Owner|
1063545|1|Active|450000|||4285|W|15th|St Ln||Greeley|Greeley|80634|Country Club Estates|Weld|10|10|3|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Austin & Austin Real Estate|9703530790|Chuck Bowles|9703960963|1AUST|36|R2098386|1986|0|2758|2524|1383||1383||1375|Full Basement,75%+Finished Basement,Radon Unknown|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Bay or Bow Window,Stain/Natural Trim,Walk-in Closet,Fire Alarm,Washer/Dryer Hookups,Skylights|2+ Fireplaces,Gas Fireplace,Living Room Fireplace,Family/Recreation Room Fireplace|Forced Air|Full Primary Bath,Tub+Shower Primary,5 Piece Primary Bath|Patio Home|0.1|4356|RL|215|1805|2025|Wonderful patio home in central Greeley! This 3 bedroom / 3 bath home features fresh interior paint, new carpet in the living room and bedrooms; new luxury vinyl flooring in the kitchen and dining area, creating an inviting atmosphere from the moment you step inside! The spacious living room welcomes you with vaulted ceilings, a cozy gas fireplace, skylights throughout and an abundance of windows that fill the home with tons of natural light! Sliding doors off the livingroom lead to a covered patio, providing the perfect space to relax or entertain family and friends. The updated kitchen has freshly painted soft-close cabinets, brand new SS appliances and a pantry with built-in spice rack. The remodeled main floor bathroom offers stylish updates, while the primary suite offers a luxury 5-pc bath, walk-in closet with built-ins (accessible from both the bedroom and bathroom) and sliding doors that open to a private covered sitting patio. Stair lighting leads you to the finished basement, where you'll find a generous family room with a second gas fireplace, a convenient dry bar area, an additional bedroom, a full bath, concrete egress window wells and an 8'x28' storage room. Additional highlights include a finished two-car garage, three separate patios and low HOA fees! The 'park-like' backyard setting opens to a greenbelt area with a walking trail that is perfect for evening strolls thru the neighborhood. With its excellent location close to shopping, dining and all amenities, this home is ready to welcome its next owner!||0|0||-104.748199|40.413375|3|Jul 28 2026 09:03AM|07/06/2026||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1063596|1|Active|340000|||1201||23rd|Ave Ct||Greeley|Greeley|80634|Westview|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Group Harmony|9702290700|Jaione Osborne|9709994398|9GRPH|35|R2137386|1957|0|1920|1568|992||992||928|Partial Basement,50%+Finished Basement,Crawl Space|Eat-in Kitchen,Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.16|6802|Res||1891|2025|This brick ranch style home offers convenient one-level living, shaded by mature trees that add extra privacy to the backyard. Step inside to find a freshly painted living room with easy-care tile flooring, an eat-in kitchen, a remodeled main floor full bathroom, and new carpet throughout the bedrooms and stairs leading to the basement. This 3-bedroom, 2-bathroom home offers a basement providing additional living space to suit your needs. Peace of mind comes with a roof that's just a couple of years old. The oversized attached one-car garage provides extra room for storage or a workshop, and generous usable crawl space means you'll never run out of places to stash the extras. And with no HOA, you get all the freedom that comes with true homeownership. This property has endless possibilities. Don't miss your chance to create your dream home in a great location. Schedule your showing today.||0|1||-104.717311|40.419722|1|Jul 24 2026 07:57AM|07/08/2026||||Cash,Conventional,FHA,VA|Private Owner|
1063747|1|Active|399900|||2822|W|12th|St||Greeley|Greeley|80634|Wilshire 3rd Add|Weld|10|9|5|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|eXp Realty LLC|8884402724|Kyle MacAlmon|9702272552|EXPRE|34|R2207586|1960|0|2433|2433|1353||1353||1080|Full Basement|Eat-in Kitchen||Forced Air|Shared Primary Bath|Contemporary/Modern|0.15|6615|RES||2180|2025|This all-brick ranch offers comfortable main-level living with a spacious living room, family room, and wood stove. No HOA! The main level features hardwood floors, while the basement has new carpet. Central A/C. All appliances are included. The garage is finished and insulated, providing excellent additional workspace or storage. Outside, you'll find RV parking, room for two cars in the driveway, two large storage sheds, and generous front and back patios-perfect for relaxing or entertaining. This home is a must-see! A member of the selling LLC is a licensed real estate agent in Colorado.||0|1||-104.726698|40.419668|1|Jul 19 2026 09:39PM|07/09/2026||||Cash,Conventional,FHA,VA|Partnership|
1063753|1|Active|419000|||2721|W|15th|St||Greeley|Greeley|80634|Westview 3rd Add|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Scott|Franklin|Greeley Central|Roots Real Estate|9702252002|Sam Moes|9704127786|RTSRE|34|R2162886|1964|0|2052|2052|1026||1026||1026|Full Basement,90%+ Finished Basement|Separate Dining Room,Open Floor Plan,Washer/Dryer Hookups|Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath||0.19|8255|res||2018|2025|Welcome home to this beautifully remodeled 3 bed, 2 bath home in Greeley offering 2,052 sq ft of comfortable, move-in-ready living space. Thoughtfully updated throughout, this home features a bright and functional floor plan, fresh interior finishes, new flooring, updated lighting, designer tile, and a stylish kitchen with stainless steel appliances. The spacious layout provides room to gather, unwind, work from home, or grow, while the attached one-car garage adds everyday convenience and extra storage. Outside, the yard offers space to play, garden, entertain, or simply enjoy Colorado evenings at home. Conveniently located near parks, schools, shopping, dining, and major commuter routes, this fully remodeled home combines modern updates, practical function, and an easy-to-love feel in one great Greeley location.||0|1||-104.723977|40.415819|1|Aug 07 2026 06:42PM|07/09/2026||||Cash,Conventional,VA|Private Owner|
